nome_comum,grupo_quimico,classe,url_agrofit
"Beauveria bassiana, isolado IBCB 66*",Produto Microbiológico,"['Acaricida Microbiológico', 'Inseticida Microbiológico']",https://agrofit.agricultura.gov.br/agrofit_cons/!ap_ing_ativo_detalhe_cons?p_id_ingrediente_ativo=776
benalaxil,acilalaninato,['Fungicida'],https://agrofit.agricultura.gov.br/agrofit_cons/!ap_ing_ativo_detalhe_cons?p_id_ingrediente_ativo=292
benfuracarbe,metilcarbamato de benzofuranila,"['Inseticida', 'Nematicida']",https://agrofit.agricultura.gov.br/agrofit_cons/!ap_ing_ativo_detalhe_cons?p_id_ingrediente_ativo=23
bentazona,benzotiadiazinona,['Herbicida'],https://agrofit.agricultura.gov.br/agrofit_cons/!ap_ing_ativo_detalhe_cons?p_id_ingrediente_ativo=24
bentiavalicarbe isopropílico,Valinamida carbamato,['Fungicida'],https://agrofit.agricultura.gov.br/agrofit_cons/!ap_ing_ativo_detalhe_cons?p_id_ingrediente_ativo=596
benziladenina,citocinina,['Regulador de Crescimento'],https://agrofit.agricultura.gov.br/agrofit_cons/!ap_ing_ativo_detalhe_cons?p_id_ingrediente_ativo=313
Benzoato de Emamectina,avermectina,['Inseticida'],https://agrofit.agricultura.gov.br/agrofit_cons/!ap_ing_ativo_detalhe_cons?p_id_ingrediente_ativo=679
Benzovindiflupyr,pirazol carboxamida,['Fungicida'],https://agrofit.agricultura.gov.br/agrofit_cons/!ap_ing_ativo_detalhe_cons?p_id_ingrediente_ativo=649
beta-ciflutrina,piretróide,['Inseticida'],https://agrofit.agricultura.gov.br/agrofit_cons/!ap_ing_ativo_detalhe_cons?p_id_ingrediente_ativo=25
Beta-Cipermetrina,piretróide,['Inseticida'],https://agrofit.agricultura.gov.br/agrofit_cons/!ap_ing_ativo_detalhe_cons?p_id_ingrediente_ativo=314
bicarbonato de potássio,inorgânico,['Fungicida'],https://agrofit.agricultura.gov.br/agrofit_cons/!ap_ing_ativo_detalhe_cons?p_id_ingrediente_ativo=308
bifentrina,piretróide,"['Acaricida', 'Formicida', 'Inseticida']",https://agrofit.agricultura.gov.br/agrofit_cons/!ap_ing_ativo_detalhe_cons?p_id_ingrediente_ativo=26
Bispiribaque-sódico,ácido pirimidiniloxibenzóico,"['Herbicida', 'Regulador de Crescimento']",https://agrofit.agricultura.gov.br/agrofit_cons/!ap_ing_ativo_detalhe_cons?p_id_ingrediente_ativo=27
Bistriflurom,benzoiluréia,['Inseticida'],https://agrofit.agricultura.gov.br/agrofit_cons/!ap_ing_ativo_detalhe_cons?p_id_ingrediente_ativo=619
Bixafem,carboxamida,['Fungicida'],https://agrofit.agricultura.gov.br/agrofit_cons/!ap_ing_ativo_detalhe_cons?p_id_ingrediente_ativo=650
Bixlozona,Clorofenil isoxazolidinonas,['Herbicida'],https://agrofit.agricultura.gov.br/agrofit_cons/!ap_ing_ativo_detalhe_cons?p_id_ingrediente_ativo=799
Boscalida,anilida,['Fungicida'],https://agrofit.agricultura.gov.br/agrofit_cons/!ap_ing_ativo_detalhe_cons?p_id_ingrediente_ativo=358
"Brevibacillus laterosporus, isolado CCT492",Biológico,['Inseticida Microbiológico'],https://agrofit.agricultura.gov.br/agrofit_cons/!ap_ing_ativo_detalhe_cons?p_id_ingrediente_ativo=927
"Brevibacillus laterosporus, isolado CCT492",Biológico,['Inseticida Microbiológico'],https://agrofit.agricultura.gov.br/agrofit_cons/!ap_ing_ativo_detalhe_cons?p_id_ingrediente_ativo=935
Brevibacillus parabrevis cepa N4,Biológico,['Fungicida microbiológico'],https://agrofit.agricultura.gov.br/agrofit_cons/!ap_ing_ativo_detalhe_cons?p_id_ingrediente_ativo=910
bromacila,Uracila,['Herbicida'],https://agrofit.agricultura.gov.br/agrofit_cons/!ap_ing_ativo_detalhe_cons?p_id_ingrediente_ativo=29
brometo de metila,alifático halogenado,"['Formicida', 'Fungicida', 'Herbicida', 'Inseticida', 'Nematicida']",https://agrofit.agricultura.gov.br/agrofit_cons/!ap_ing_ativo_detalhe_cons?p_id_ingrediente_ativo=30
bromuconazol,triazol,['Fungicida'],https://agrofit.agricultura.gov.br/agrofit_cons/!ap_ing_ativo_detalhe_cons?p_id_ingrediente_ativo=33
buprofezina,tiadiazinona,"['Acaricida', 'Inseticida']",https://agrofit.agricultura.gov.br/agrofit_cons/!ap_ing_ativo_detalhe_cons?p_id_ingrediente_ativo=34
Burkholderia rinojensis cepa A396,Biológico,['Nematicida Microbiológico'],https://agrofit.agricultura.gov.br/agrofit_cons/!ap_ing_ativo_detalhe_cons?p_id_ingrediente_ativo=965
cadusafós,organofosforado,"['Inseticida', 'Nematicida']",https://agrofit.agricultura.gov.br/agrofit_cons/!ap_ing_ativo_detalhe_cons?p_id_ingrediente_ativo=302
"Capsicum annuum, Extrato de",não pertinente,['Acaricida'],https://agrofit.agricultura.gov.br/agrofit_cons/!ap_ing_ativo_detalhe_cons?p_id_ingrediente_ativo=873
captana,dicarboximida,['Fungicida'],https://agrofit.agricultura.gov.br/agrofit_cons/!ap_ing_ativo_detalhe_cons?p_id_ingrediente_ativo=37
carbaril,metilcarbamato de naftila,"['Inseticida', 'Regulador de Crescimento']",https://agrofit.agricultura.gov.br/agrofit_cons/!ap_ing_ativo_detalhe_cons?p_id_ingrediente_ativo=38
carbendazim,benzimidazol,['Fungicida'],https://agrofit.agricultura.gov.br/agrofit_cons/!ap_ing_ativo_detalhe_cons?p_id_ingrediente_ativo=39
Carbonato de cobre,inorgânico,"['Bactericida', 'Fungicida']",https://agrofit.agricultura.gov.br/agrofit_cons/!ap_ing_ativo_detalhe_cons?p_id_ingrediente_ativo=982
carbossulfano,metilcarbamato de benzofuranila,"['Acaricida', 'Inseticida', 'Nematicida']",https://agrofit.agricultura.gov.br/agrofit_cons/!ap_ing_ativo_detalhe_cons?p_id_ingrediente_ativo=41
carboxina,carboxanilida,['Fungicida'],https://agrofit.agricultura.gov.br/agrofit_cons/!ap_ing_ativo_detalhe_cons?p_id_ingrediente_ativo=42
carfentrazona-etílica,triazolona,['Herbicida'],https://agrofit.agricultura.gov.br/agrofit_cons/!ap_ing_ativo_detalhe_cons?p_id_ingrediente_ativo=272
casugamicina,antibiótico,"['Bactericida', 'Fungicida']",https://agrofit.agricultura.gov.br/agrofit_cons/!ap_ing_ativo_detalhe_cons?p_id_ingrediente_ativo=155
Catolaccus grandis,Biológico,['Agente Biológico de Controle'],https://agrofit.agricultura.gov.br/agrofit_cons/!ap_ing_ativo_detalhe_cons?p_id_ingrediente_ativo=893
Cerevisane,Bioquímico,['Fungicida'],https://agrofit.agricultura.gov.br/agrofit_cons/!ap_ing_ativo_detalhe_cons?p_id_ingrediente_ativo=790
Chromobacterium subtsugae- Cepa ASN04/CCT 7912,Biológico,['Inseticida Microbiológico'],https://agrofit.agricultura.gov.br/agrofit_cons/!ap_ing_ativo_detalhe_cons?p_id_ingrediente_ativo=1046
Chrysodeixis includens nucleopolyhedrovirus,Produto Microbiológico,['Inseticida Microbiológico'],https://agrofit.agricultura.gov.br/agrofit_cons/!ap_ing_ativo_detalhe_cons?p_id_ingrediente_ativo=745
Chrysoperla externa,Biológico,['Agente Biológico de Controle'],https://agrofit.agricultura.gov.br/agrofit_cons/!ap_ing_ativo_detalhe_cons?p_id_ingrediente_ativo=782
cialofope-butílico,ácido ariloxifenoxipropiônico,['Herbicida'],https://agrofit.agricultura.gov.br/agrofit_cons/!ap_ing_ativo_detalhe_cons?p_id_ingrediente_ativo=307
cianamida,carbimida,['Regulador de Crescimento'],https://agrofit.agricultura.gov.br/agrofit_cons/!ap_ing_ativo_detalhe_cons?p_id_ingrediente_ativo=142
Ciantraniliprole,antranilamida,"['Fungicida', 'Inseticida']",https://agrofit.agricultura.gov.br/agrofit_cons/!ap_ing_ativo_detalhe_cons?p_id_ingrediente_ativo=639
Ciazofamida,imidazol,['Fungicida'],https://agrofit.agricultura.gov.br/agrofit_cons/!ap_ing_ativo_detalhe_cons?p_id_ingrediente_ativo=433
ciclanilida,carboxanilida,['Regulador de Crescimento'],https://agrofit.agricultura.gov.br/agrofit_cons/!ap_ing_ativo_detalhe_cons?p_id_ingrediente_ativo=59
Ciclaniliprole,antranilamida,['Inseticida'],https://agrofit.agricultura.gov.br/agrofit_cons/!ap_ing_ativo_detalhe_cons?p_id_ingrediente_ativo=692
Ciclobutrifluram,Fenetilarilamida,['Fungicida'],https://agrofit.agricultura.gov.br/agrofit_cons/!ap_ing_ativo_detalhe_cons?p_id_ingrediente_ativo=800
ciclossulfamurom,sulfoniluréia,['Herbicida'],https://agrofit.agricultura.gov.br/agrofit_cons/!ap_ing_ativo_detalhe_cons?p_id_ingrediente_ativo=60
Ciflumetofem,Benzoilacetonitrila,['Acaricida'],https://agrofit.agricultura.gov.br/agrofit_cons/!ap_ing_ativo_detalhe_cons?p_id_ingrediente_ativo=902
ciflutrina,piretróide,['Inseticida'],https://agrofit.agricultura.gov.br/agrofit_cons/!ap_ing_ativo_detalhe_cons?p_id_ingrediente_ativo=61
cimoxanil,acetamida,['Fungicida'],https://agrofit.agricultura.gov.br/agrofit_cons/!ap_ing_ativo_detalhe_cons?p_id_ingrediente_ativo=46
Cinamaldeido,ácido cinâmico,['Fungicida'],https://agrofit.agricultura.gov.br/agrofit_cons/!ap_ing_ativo_detalhe_cons?p_id_ingrediente_ativo=820
cinetina,citocinina,['Regulador de Crescimento'],https://agrofit.agricultura.gov.br/agrofit_cons/!ap_ing_ativo_detalhe_cons?p_id_ingrediente_ativo=47
Cinnamomum verum (Óleo Essencial),Derivado vegetal,['Inseticida'],https://agrofit.agricultura.gov.br/agrofit_cons/!ap_ing_ativo_detalhe_cons?p_id_ingrediente_ativo=865
cipermetrina,piretróide,"['Formicida', 'Inseticida']",https://agrofit.agricultura.gov.br/agrofit_cons/!ap_ing_ativo_detalhe_cons?p_id_ingrediente_ativo=63
ciproconazol,triazol,['Fungicida'],https://agrofit.agricultura.gov.br/agrofit_cons/!ap_ing_ativo_detalhe_cons?p_id_ingrediente_ativo=64
ciprodinil,anilinopirimidina,['Fungicida'],https://agrofit.agricultura.gov.br/agrofit_cons/!ap_ing_ativo_detalhe_cons?p_id_ingrediente_ativo=65
ciromazina,triazinamina,['Inseticida'],https://agrofit.agricultura.gov.br/agrofit_cons/!ap_ing_ativo_detalhe_cons?p_id_ingrediente_ativo=66
Clanilida,carboxanilida,['Herbicida'],https://agrofit.agricultura.gov.br/agrofit_cons/!ap_ing_ativo_detalhe_cons?p_id_ingrediente_ativo=1004
cletodim,oxima ciclohexanodiona,['Herbicida'],https://agrofit.agricultura.gov.br/agrofit_cons/!ap_ing_ativo_detalhe_cons?p_id_ingrediente_ativo=49
Clodinafope-Propargil,ácido ariloxifenoxipropiônico,['Herbicida'],https://agrofit.agricultura.gov.br/agrofit_cons/!ap_ing_ativo_detalhe_cons?p_id_ingrediente_ativo=454
clomazona,isoxazolidinona,['Herbicida'],https://agrofit.agricultura.gov.br/agrofit_cons/!ap_ing_ativo_detalhe_cons?p_id_ingrediente_ativo=51
"Clonostachys rosea, cepa CPQBA 040-11 DRM 07",Produto Microbiológico,['Fungicida microbiológico'],https://agrofit.agricultura.gov.br/agrofit_cons/!ap_ing_ativo_detalhe_cons?p_id_ingrediente_ativo=794
cloransulam-metílico,sulfonanilida triazolopirimidina,['Herbicida'],https://agrofit.agricultura.gov.br/agrofit_cons/!ap_ing_ativo_detalhe_cons?p_id_ingrediente_ativo=275
clorantraniliprole,antranilamida,['Inseticida'],https://agrofit.agricultura.gov.br/agrofit_cons/!ap_ing_ativo_detalhe_cons?p_id_ingrediente_ativo=587
cloreto de benzalcônio,amônio quaternário,"['Bactericida', 'Fungicida']",https://agrofit.agricultura.gov.br/agrofit_cons/!ap_ing_ativo_detalhe_cons?p_id_ingrediente_ativo=290
Cloreto de clormequate,amônio quaternário,['Regulador de Crescimento'],https://agrofit.agricultura.gov.br/agrofit_cons/!ap_ing_ativo_detalhe_cons?p_id_ingrediente_ativo=55
Cloreto de Mepiquate,amônio quaternário,['Regulador de Crescimento'],https://agrofit.agricultura.gov.br/agrofit_cons/!ap_ing_ativo_detalhe_cons?p_id_ingrediente_ativo=52
clorfenapir,análogo de pirazol,"['Acaricida', 'Inseticida']",https://agrofit.agricultura.gov.br/agrofit_cons/!ap_ing_ativo_detalhe_cons?p_id_ingrediente_ativo=44
clorfluazurom,benzoiluréia,['Inseticida'],https://agrofit.agricultura.gov.br/agrofit_cons/!ap_ing_ativo_detalhe_cons?p_id_ingrediente_ativo=53
Cloridrato de aviglicina,etileno (inibidor de),['Regulador de Crescimento'],https://agrofit.agricultura.gov.br/agrofit_cons/!ap_ing_ativo_detalhe_cons?p_id_ingrediente_ativo=335
Cloridrato de cartape,bis(tiocarbamato),"['Fungicida', 'Inseticida']",https://agrofit.agricultura.gov.br/agrofit_cons/!ap_ing_ativo_detalhe_cons?p_id_ingrediente_ativo=43
Cloridrato de formetanato,metilcarbamato de fenila,"['Acaricida', 'Inseticida']",https://agrofit.agricultura.gov.br/agrofit_cons/!ap_ing_ativo_detalhe_cons?p_id_ingrediente_ativo=128
Cloridrato de propamocarbe,carbamato,['Fungicida'],https://agrofit.agricultura.gov.br/agrofit_cons/!ap_ing_ativo_detalhe_cons?p_id_ingrediente_ativo=212
clorimurom-etílico,sulfoniluréia,['Herbicida'],https://agrofit.agricultura.gov.br/agrofit_cons/!ap_ing_ativo_detalhe_cons?p_id_ingrediente_ativo=54
clorotalonil,isoftalonitrila,['Fungicida'],https://agrofit.agricultura.gov.br/agrofit_cons/!ap_ing_ativo_detalhe_cons?p_id_ingrediente_ativo=56
clorpirifós,organofosforado,"['Acaricida', 'Formicida', 'Inseticida']",https://agrofit.agricultura.gov.br/agrofit_cons/!ap_ing_ativo_detalhe_cons?p_id_ingrediente_ativo=45
Clotianidina,neonicotinóide,['Inseticida'],https://agrofit.agricultura.gov.br/agrofit_cons/!ap_ing_ativo_detalhe_cons?p_id_ingrediente_ativo=361
codlelure (clodemônio),álcool insaturado,['Feromônio'],https://agrofit.agricultura.gov.br/agrofit_cons/!ap_ing_ativo_detalhe_cons?p_id_ingrediente_ativo=276
"Cordyceps javanica, CBMAI 2831",Biológico,['Inseticida Microbiológico'],https://agrofit.agricultura.gov.br/agrofit_cons/!ap_ing_ativo_detalhe_cons?p_id_ingrediente_ativo=1076
"Cordyceps javanica, cepa CCT 5818",Biológico,['Inseticida Microbiológico'],https://agrofit.agricultura.gov.br/agrofit_cons/!ap_ing_ativo_detalhe_cons?p_id_ingrediente_ativo=1026
"Cordyceps javanica, isolado BRM 27666",Produto Microbiológico,['Inseticida Microbiológico'],https://agrofit.agricultura.gov.br/agrofit_cons/!ap_ing_ativo_detalhe_cons?p_id_ingrediente_ativo=854
"Cordyceps javanica, isolado ESALQ 3428",Biológico,['Inseticida Microbiológico'],https://agrofit.agricultura.gov.br/agrofit_cons/!ap_ing_ativo_detalhe_cons?p_id_ingrediente_ativo=1055
Cotesia flavipes,Biológico,['Agente Biológico de Controle'],https://agrofit.agricultura.gov.br/agrofit_cons/!ap_ing_ativo_detalhe_cons?p_id_ingrediente_ativo=617
cresoxim-metílico,estrobilurina,['Fungicida'],https://agrofit.agricultura.gov.br/agrofit_cons/!ap_ing_ativo_detalhe_cons?p_id_ingrediente_ativo=156
cromafenozida,diacilhidrazina,['Inseticida'],https://agrofit.agricultura.gov.br/agrofit_cons/!ap_ing_ativo_detalhe_cons?p_id_ingrediente_ativo=456
Cryptolaemus montrouzieri,Biológico,['Agente Biológico de Controle'],https://agrofit.agricultura.gov.br/agrofit_cons/!ap_ing_ativo_detalhe_cons?p_id_ingrediente_ativo=705
Cydia pomonella granulovirus (CpGV) isolado GV-0014,Biológico,['Inseticida Microbiológico'],https://agrofit.agricultura.gov.br/agrofit_cons/!ap_ing_ativo_detalhe_cons?p_id_ingrediente_ativo=1017
cyflumetofen,acylacetonitrila,['Acaricida'],https://agrofit.agricultura.gov.br/agrofit_cons/!ap_ing_ativo_detalhe_cons?p_id_ingrediente_ativo=472
dazomete,isotiocianato de metila (precursor de),"['Fungicida', 'Herbicida', 'Inseticida', 'Nematicida']",https://agrofit.agricultura.gov.br/agrofit_cons/!ap_ing_ativo_detalhe_cons?p_id_ingrediente_ativo=68
decanol,álcool alifático,['Regulador de Crescimento'],https://agrofit.agricultura.gov.br/agrofit_cons/!ap_ing_ativo_detalhe_cons?p_id_ingrediente_ativo=309
Deladenus siricidicola,Nematóides entomopatogênicos,['Agente Biológico de Controle'],https://agrofit.agricultura.gov.br/agrofit_cons/!ap_ing_ativo_detalhe_cons?p_id_ingrediente_ativo=743
deltametrina,piretróide,"['Formicida', 'Inseticida']",https://agrofit.agricultura.gov.br/agrofit_cons/!ap_ing_ativo_detalhe_cons?p_id_ingrediente_ativo=69
Diachasmimorpha longicaudata,Biológico,['Agente Biológico de Controle'],https://agrofit.agricultura.gov.br/agrofit_cons/!ap_ing_ativo_detalhe_cons?p_id_ingrediente_ativo=367
diafentiurom,feniltiouréia,"['Acaricida', 'Inseticida']",https://agrofit.agricultura.gov.br/agrofit_cons/!ap_ing_ativo_detalhe_cons?p_id_ingrediente_ativo=70
Dibrometo de diquate,bipiridílio,['Herbicida'],https://agrofit.agricultura.gov.br/agrofit_cons/!ap_ing_ativo_detalhe_cons?p_id_ingrediente_ativo=83
Dicamba,Ácido Benzóico,['Herbicida'],https://agrofit.agricultura.gov.br/agrofit_cons/!ap_ing_ativo_detalhe_cons?p_id_ingrediente_ativo=592
diclorana,cloroaromático,['Fungicida'],https://agrofit.agricultura.gov.br/agrofit_cons/!ap_ing_ativo_detalhe_cons?p_id_ingrediente_ativo=74
diclosulam,sulfonanilida triazolopirimidina,['Herbicida'],https://agrofit.agricultura.gov.br/agrofit_cons/!ap_ing_ativo_detalhe_cons?p_id_ingrediente_ativo=75
Dietholate,ésteres alquílicos do ácido fosfórico,['Protetor de sementes'],https://agrofit.agricultura.gov.br/agrofit_cons/!ap_ing_ativo_detalhe_cons?p_id_ingrediente_ativo=1092
difenoconazol,triazol,"['Fungicida', 'Inseticida']",https://agrofit.agricultura.gov.br/agrofit_cons/!ap_ing_ativo_detalhe_cons?p_id_ingrediente_ativo=77
diflubenzurom,benzoiluréia,"['Acaricida', 'Inseticida']",https://agrofit.agricultura.gov.br/agrofit_cons/!ap_ing_ativo_detalhe_cons?p_id_ingrediente_ativo=78
diflufenicam,anilida,['Herbicida'],https://agrofit.agricultura.gov.br/agrofit_cons/!ap_ing_ativo_detalhe_cons?p_id_ingrediente_ativo=320
dimetoato,organofosforado,"['Acaricida', 'Inseticida']",https://agrofit.agricultura.gov.br/agrofit_cons/!ap_ing_ativo_detalhe_cons?p_id_ingrediente_ativo=80
dimetomorfe,morfolina,['Fungicida'],https://agrofit.agricultura.gov.br/agrofit_cons/!ap_ing_ativo_detalhe_cons?p_id_ingrediente_ativo=81
dimoxistrobin,estrobilurina,['Fungicida'],https://agrofit.agricultura.gov.br/agrofit_cons/!ap_ing_ativo_detalhe_cons?p_id_ingrediente_ativo=597
Dimpropiridaz,carboxamida,['Fungicida'],https://agrofit.agricultura.gov.br/agrofit_cons/!ap_ing_ativo_detalhe_cons?p_id_ingrediente_ativo=821
Dinotefuram,neonicotinóide,['Inseticida'],https://agrofit.agricultura.gov.br/agrofit_cons/!ap_ing_ativo_detalhe_cons?p_id_ingrediente_ativo=624
Diquate,bipiridílio,['Herbicida'],https://agrofit.agricultura.gov.br/agrofit_cons/!ap_ing_ativo_detalhe_cons?p_id_ingrediente_ativo=939
ditianona,quinona,['Fungicida'],https://agrofit.agricultura.gov.br/agrofit_cons/!ap_ing_ativo_detalhe_cons?p_id_ingrediente_ativo=85
diurom,uréia,['Herbicida'],https://agrofit.agricultura.gov.br/agrofit_cons/!ap_ing_ativo_detalhe_cons?p_id_ingrediente_ativo=86
dodina,guanidina,['Fungicida'],https://agrofit.agricultura.gov.br/agrofit_cons/!ap_ing_ativo_detalhe_cons?p_id_ingrediente_ativo=87
E-11-hexadecenol,álcool alifático,['Feromônio'],https://agrofit.agricultura.gov.br/agrofit_cons/!ap_ing_ativo_detalhe_cons?p_id_ingrediente_ativo=340
enxofre,inorgânico,"['Acaricida', 'Fungicida', 'Inseticida']",https://agrofit.agricultura.gov.br/agrofit_cons/!ap_ing_ativo_detalhe_cons?p_id_ingrediente_ativo=236
epoxiconazol,triazol,['Fungicida'],https://agrofit.agricultura.gov.br/agrofit_cons/!ap_ing_ativo_detalhe_cons?p_id_ingrediente_ativo=90
Esfenvalerato,piretróide,['Inseticida'],https://agrofit.agricultura.gov.br/agrofit_cons/!ap_ing_ativo_detalhe_cons?p_id_ingrediente_ativo=91
Espinetoram,espinosinas,['Inseticida'],https://agrofit.agricultura.gov.br/agrofit_cons/!ap_ing_ativo_detalhe_cons?p_id_ingrediente_ativo=576
Espinosade,espinosinas,['Inseticida'],https://agrofit.agricultura.gov.br/agrofit_cons/!ap_ing_ativo_detalhe_cons?p_id_ingrediente_ativo=231
Espirodiclofeno,cetoenol,"['Acaricida', 'Inseticida']",https://agrofit.agricultura.gov.br/agrofit_cons/!ap_ing_ativo_detalhe_cons?p_id_ingrediente_ativo=342
Espiromesifeno,cetoenol,"['Acaricida', 'Inseticida']",https://agrofit.agricultura.gov.br/agrofit_cons/!ap_ing_ativo_detalhe_cons?p_id_ingrediente_ativo=455
Espiropidion,ácido tetramico ,['Inseticida'],https://agrofit.agricultura.gov.br/agrofit_cons/!ap_ing_ativo_detalhe_cons?p_id_ingrediente_ativo=735
etanol,álcool alifático,['Feromônio'],https://agrofit.agricultura.gov.br/agrofit_cons/!ap_ing_ativo_detalhe_cons?p_id_ingrediente_ativo=463
etefom,etileno (precursor de),['Regulador de Crescimento'],https://agrofit.agricultura.gov.br/agrofit_cons/!ap_ing_ativo_detalhe_cons?p_id_ingrediente_ativo=92
Etiprole,Fenilpirazol,['Inseticida'],https://agrofit.agricultura.gov.br/agrofit_cons/!ap_ing_ativo_detalhe_cons?p_id_ingrediente_ativo=462
etofenproxi,éter difenílico,['Inseticida'],https://agrofit.agricultura.gov.br/agrofit_cons/!ap_ing_ativo_detalhe_cons?p_id_ingrediente_ativo=94
etoprofós,organofosforado,"['Inseticida', 'Nematicida']",https://agrofit.agricultura.gov.br/agrofit_cons/!ap_ing_ativo_detalhe_cons?p_id_ingrediente_ativo=95
etoxazol,difenil oxazolina,['Acaricida'],https://agrofit.agricultura.gov.br/agrofit_cons/!ap_ing_ativo_detalhe_cons?p_id_ingrediente_ativo=465
etoxissulfurom,sulfoniluréia,['Herbicida'],https://agrofit.agricultura.gov.br/agrofit_cons/!ap_ing_ativo_detalhe_cons?p_id_ingrediente_ativo=96
etridiazol,éter tiadiazólico,['Fungicida'],https://agrofit.agricultura.gov.br/agrofit_cons/!ap_ing_ativo_detalhe_cons?p_id_ingrediente_ativo=98
eugenol-metilico,éter aromático,['Feromônio'],https://agrofit.agricultura.gov.br/agrofit_cons/!ap_ing_ativo_detalhe_cons?p_id_ingrediente_ativo=612
Extrato de manjericão,Biológico,['Inseticida'],https://agrofit.agricultura.gov.br/agrofit_cons/!ap_ing_ativo_detalhe_cons?p_id_ingrediente_ativo=1038
Extrato hidroalcóolico de Azadirachta indica,Triterpenóide,['Inseticida'],https://agrofit.agricultura.gov.br/agrofit_cons/!ap_ing_ativo_detalhe_cons?p_id_ingrediente_ativo=961
famoxadona,oxazolidinadiona,['Fungicida'],https://agrofit.agricultura.gov.br/agrofit_cons/!ap_ing_ativo_detalhe_cons?p_id_ingrediente_ativo=99
fenamidona,imidazolinona,['Fungicida'],https://agrofit.agricultura.gov.br/agrofit_cons/!ap_ing_ativo_detalhe_cons?p_id_ingrediente_ativo=310
fenitrotiona,organofosforado,"['Formicida', 'Inseticida']",https://agrofit.agricultura.gov.br/agrofit_cons/!ap_ing_ativo_detalhe_cons?p_id_ingrediente_ativo=103
fenoxaprope-P-etílico,ácido ariloxifenoxipropiônico,['Herbicida'],https://agrofit.agricultura.gov.br/agrofit_cons/!ap_ing_ativo_detalhe_cons?p_id_ingrediente_ativo=105
Fenpirazamina,pirazol,['Fungicida'],https://agrofit.agricultura.gov.br/agrofit_cons/!ap_ing_ativo_detalhe_cons?p_id_ingrediente_ativo=662
fenpiroximato,pirazol,['Acaricida'],https://agrofit.agricultura.gov.br/agrofit_cons/!ap_ing_ativo_detalhe_cons?p_id_ingrediente_ativo=108
fenpropatrina,piretróide,"['Acaricida', 'Inseticida']",https://agrofit.agricultura.gov.br/agrofit_cons/!ap_ing_ativo_detalhe_cons?p_id_ingrediente_ativo=106
Fenpropidina,Piperidina,['Fungicida'],https://agrofit.agricultura.gov.br/agrofit_cons/!ap_ing_ativo_detalhe_cons?p_id_ingrediente_ativo=1018
fenpropimorfe,morfolina,['Fungicida'],https://agrofit.agricultura.gov.br/agrofit_cons/!ap_ing_ativo_detalhe_cons?p_id_ingrediente_ativo=107
fipronil,pirazol,"['Cupinicida', 'Formicida', 'Inseticida']",https://agrofit.agricultura.gov.br/agrofit_cons/!ap_ing_ativo_detalhe_cons?p_id_ingrediente_ativo=112
flazasulfurom,sulfoniluréia,['Herbicida'],https://agrofit.agricultura.gov.br/agrofit_cons/!ap_ing_ativo_detalhe_cons?p_id_ingrediente_ativo=113
flonicamida,nicotinóide,['Inseticida'],https://agrofit.agricultura.gov.br/agrofit_cons/!ap_ing_ativo_detalhe_cons?p_id_ingrediente_ativo=381
Florpirauxifen-benzil,Arilpicolinato,['Herbicida'],https://agrofit.agricultura.gov.br/agrofit_cons/!ap_ing_ativo_detalhe_cons?p_id_ingrediente_ativo=750
Florylpicoxamida,picolinamida ,['Fungicida'],https://agrofit.agricultura.gov.br/agrofit_cons/!ap_ing_ativo_detalhe_cons?p_id_ingrediente_ativo=805
Fluazaindolizine,Sulfonamida,['Nematicida'],https://agrofit.agricultura.gov.br/agrofit_cons/!ap_ing_ativo_detalhe_cons?p_id_ingrediente_ativo=808
fluazifope-P-butílico,ácido ariloxifenoxipropiônico,['Herbicida'],https://agrofit.agricultura.gov.br/agrofit_cons/!ap_ing_ativo_detalhe_cons?p_id_ingrediente_ativo=114
fluazinam,fenilpiridinilamina,"['Acaricida', 'Fungicida']",https://agrofit.agricultura.gov.br/agrofit_cons/!ap_ing_ativo_detalhe_cons?p_id_ingrediente_ativo=115
Flubendiamida,Diamida do ácido ftálico,['Inseticida'],https://agrofit.agricultura.gov.br/agrofit_cons/!ap_ing_ativo_detalhe_cons?p_id_ingrediente_ativo=601
Flucarbazona sódica,sulfoniluréia,['Herbicida'],https://agrofit.agricultura.gov.br/agrofit_cons/!ap_ing_ativo_detalhe_cons?p_id_ingrediente_ativo=651
fludioxonil,fenilpirrol,"['Fungicida', 'Inseticida']",https://agrofit.agricultura.gov.br/agrofit_cons/!ap_ing_ativo_detalhe_cons?p_id_ingrediente_ativo=116
Fluensulfona,fluoroalkenyle (-thiother),['Nematicida'],https://agrofit.agricultura.gov.br/agrofit_cons/!ap_ing_ativo_detalhe_cons?p_id_ingrediente_ativo=686
flufenoxurom,benzoiluréia,"['Acaricida', 'Inseticida']",https://agrofit.agricultura.gov.br/agrofit_cons/!ap_ing_ativo_detalhe_cons?p_id_ingrediente_ativo=117
Fluindapyr,pirazol carboxamida,['Fungicida'],https://agrofit.agricultura.gov.br/agrofit_cons/!ap_ing_ativo_detalhe_cons?p_id_ingrediente_ativo=731
flumetralina,dinitroanilina,['Regulador de Crescimento'],https://agrofit.agricultura.gov.br/agrofit_cons/!ap_ing_ativo_detalhe_cons?p_id_ingrediente_ativo=118
